IATI-Identifier, status,location name,description,point srs name,coordinates,address
"GB-1-203363","Implementation","Lindi","Lindi,Lindi,Lindi,Tanzania","http://www.opengis.net/def/crs/EPSG/0/4326"," -9.9795200000000008  39.7051000000000020","TZ"
"GB-1-203363","Implementation","Tanzania","Tanzania","http://www.opengis.net/def/crs/EPSG/0/4326"," -6.3068970000000002  34.8539299999999980","TZ"
"GB-1-203539","Implementation","Tanzania","Tanzania","http://www.opengis.net/def/crs/EPSG/0/4326"," -6.3068970000000002  34.8539299999999980","TZ"
"GB-1-203595","Implementation","Rufiji","Rufiji,Pwani,Tanzania","http://www.opengis.net/def/crs/EPSG/0/4326"," -7.9441449999999998  38.7036700000000020","TZ"
"GB-1-204000","Implementation","Tanzania","Tanzania","http://www.opengis.net/def/crs/EPSG/0/4326"," -6.3068970000000002  34.8539299999999980","TZ"
"GB-1-204010","Implementation","Tanzania","Tanzania","http://www.opengis.net/def/crs/EPSG/0/4326"," -6.3068970000000002  34.8539299999999980","TZ"
"GB-1-204336","Implementation","Kigoma","Kigoma,Tanzania","http://www.opengis.net/def/crs/EPSG/0/4326"," -4.8202629999999997  30.4137099999999980","TZ"
"GB-1-109001","Post-completion","Hanoi","Hanoi,Hanoi,Vietnam","http://www.opengis.net/def/crs/EPSG/0/4326"," 21.0288906097412000 105.8546371459959900","VN"
"GB-1-200608","Post-completion","Hanoi","Hanoi,Hanoi,Vietnam","http://www.opengis.net/def/crs/EPSG/0/4326"," 21.0288906097412000 105.8546371459959900","VN"
"GB-1-202554","Implementation","South Africa","South Africa","http://www.opengis.net/def/crs/EPSG/0/4326","-29.0461800000000000  25.0628800000000000","ZA"
"GB-1-202554","Implementation","South Africa","South Africa","http://www.opengis.net/def/crs/EPSG/0/4326","-29.0461800000000000  25.0628800000000000","ZA"
"GB-1-202555","Implementation","South Africa","South Africa","http://www.opengis.net/def/crs/EPSG/0/4326","-29.0461800000000000  25.0628800000000000","ZA"
"GB-1-106059","Post-completion","Lusaka","Lusaka,Lusaka,Lusaka,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.4148999999999990  28.2809099999999990","ZM"
"GB-1-200625","Implementation","Kalabo","Kalabo,Kalobo,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.9703199999999990  22.6810699999999980","ZM"
"GB-1-200625","Implementation","Chipata","Chipata,Chipata,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.6390999999999990  32.6457199999999970","ZM"
"GB-1-200625","Implementation","Kalomo","Kalomo,Kalomo,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-17.1560200000000020  26.6020399999999990","ZM"
"GB-1-200625","Implementation","Monze","Monze,Monze,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-16.2081300000000010  27.5114500000000000","ZM"
"GB-1-200625","Implementation","Kazungula","Kazungula,Kazungula,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-17.0645400000000010  26.0069200000000010","ZM"
"GB-1-200625","Implementation","Serenje","Serenje,Serenje,Central,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.2655499999999990  30.2649300000000000","ZM"
"GB-1-200625","Implementation","Zambezi","Zambezi,Zambezi,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.5684600000000000  22.9646900000000010","ZM"
"GB-1-200625","Implementation","Luwingu","Luwingu,Luwingu,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.5673100000000010  30.0048900000000000","ZM"
"GB-1-200625","Implementation","Kaputa","Kaputa,Kaputa,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -8.7826400000000007  29.9219399999999990","ZM"
"GB-1-200625","Implementation","Shangombo","Shangombo,Shangombo,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-16.7765700000000000  22.6863700000000000","ZM"
"GB-1-200625","Implementation","Milenge","Milenge,Milenge,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.9088800000000000  28.9518300000000010","ZM"
"GB-1-200625","Implementation","Chilubi","Chilubi,Chilubi,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.9679199999999990  30.1715100000000010","ZM"
"GB-1-200625","Implementation","Katete","Katete,Katete,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.0633300000000010  31.8840800000000010","ZM"
"GB-1-200625","Implementation","Zimba","Zimba,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-17.3143999999999990  26.1964000000000010","ZM"
"GB-1-200625","Implementation","Sinda","Sinda,Katete,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.2151900000000000  31.7616200000000010","ZM"
"GB-1-200625","Implementation","Sioma","Sioma,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-16.6666999999999990  23.5333000000000010","ZM"
"GB-1-200625","Implementation","Nsama","Nsama,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -8.6166699999999992  30.4499999999999990","ZM"
"GB-1-200625","Implementation","Sikongo","Sikongo,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.0383000000000000  22.1522000000000010","ZM"
"GB-1-200625","Implementation","Livingstone Memorial","Livingstone Memorial,Central,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-12.3002000000000000  30.2908000000000010","ZM"
"GB-1-200625","Implementation","Chiengi","Chiengi,Chiengi,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -8.6492799999999992  29.1672400000000000","ZM"
"GB-1-200625","Implementation","Senanga","Senanga,Senanga,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.9806300000000000  23.3613000000000000","ZM"
"GB-1-200625","Implementation","Nalolo","Nalolo,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.5540000000000000  23.1280000000000000","ZM"
"GB-1-200625","Implementation","Chinsali","Chinsali,Chinsali,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.1554900000000000  31.8703100000000000","ZM"
"GB-1-200625","Implementation","Lufwanyama","Lufwanyama,Lufwanyama,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-12.9256700000000000  27.5051600000000000","ZM"
"GB-1-200625","Implementation","Luangwa","Luangwa,Luangwa,Lusaka,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.4331000000000000  29.9611899999999980","ZM"
"GB-1-200625","Implementation","Shiwa Ngandu","Shiwa Ngandu,Chinsali,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.2048600000000000  31.7346499999999980","ZM"
"GB-1-200625","Implementation","Lukulu","Lukulu,Lukulu,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.0874700000000000  23.5728599999999990","ZM"
"GB-1-200625","Implementation","Mitete","Mitete,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.1333000000000000  22.8667000000000020","ZM"
"GB-1-200625","Implementation","Chavuma","Chavuma,Chavuma,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.1518599999999990  22.2515299999999990","ZM"
"GB-1-200625","Implementation","Mporokoso","Mporokoso,Mporokoso,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -9.7563300000000002  30.5022400000000000","ZM"
"GB-1-200625","Implementation","Mwense","Mwense,Mwense,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.4694000000000000  29.0213199999999990","ZM"
"GB-1-200625","Implementation","Chipili","Chipili,Mwense,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.7254500000000000  29.0966500000000000","ZM"
"GB-1-200625","Implementation","Nchelenge","Nchelenge,Nchelenge,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -9.3417800000000000  28.7344900000000010","ZM"
"GB-1-200625","Implementation","Kawambwa","Kawambwa,Kawambwa,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -9.7241700000000009  29.1747900000000020","ZM"
"GB-1-200625","Implementation","Kazembe","Kazembe,Kawambwa,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -9.8166670000000007  28.7500000000000000","ZM"
"GB-1-200625","Implementation","Itezhi-Tezhi","Itezhi-Tezhi,Itezhi-Tezhi,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.8721900000000000  26.8216900000000000","ZM"
"GB-1-200625","Implementation","Isoka","Isoka,Isoka,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.2546800000000000  33.0146400000000000","ZM"
"GB-1-200625","Implementation","Mufumbwe","Mufumbwe,Mufumbwe,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.9833300000000000  25.2412500000000010","ZM"
"GB-1-200625","Implementation","Mungwi","Mungwi,Mungwi,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.0580200000000010  31.8100700000000000","ZM"
"GB-1-200625","Implementation","Mambwe","Mambwe,Mambwe,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.3012900000000000  32.0683099999999970","ZM"
"GB-1-200625","Implementation","Petauke","Petauke,Petauke,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.3565900000000010  30.6819700000000000","ZM"
"GB-1-200625","Implementation","Gwembe","Gwembe,Choma,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-16.4992500000000000  27.6061000000000010","ZM"
"GB-1-200625","Implementation","Luanshya","Luanshya,Luanshya,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.1300700000000000  28.4193900000000000","ZM"
"GB-1-200625","Implementation","Maramba","Maramba,Livingstone,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-17.8433999999999990  25.8607499999999990","ZM"
"GB-1-200625","Implementation","Ndola","Ndola,Ndola,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-12.9743200000000010  28.6348999999999980","ZM"
"GB-1-200625","Implementation","Kitwe","Kitwe,Kitwe,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-12.8173900000000000  28.2098400000000000","ZM"
"GB-1-200625","Implementation","Samfya","Samfya,Samfya,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.4547700000000000  29.8236300000000010","ZM"
"GB-1-200625","Implementation","Lusaka","Lusaka,Lusaka,Lusaka,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.4148999999999990  28.2809099999999990","ZM"
"GB-1-201107","Post-completion","Zambia","Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.4588500000000000  27.7881000000000000","ZM"
"GB-1-201927","Post-completion","Mkushi","Mkushi,Mkushi,Central,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.9926200000000010  29.4949400000000000","ZM"
"GB-1-201927","Post-completion","Chavuma","Chavuma,Chavuma,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.1518599999999990  22.2515299999999990","ZM"
"GB-1-201927","Post-completion","Mufumbwe","Mufumbwe,Mufumbwe,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.9833300000000000  25.2412500000000010","ZM"
"GB-1-201927","Post-completion","Zambezi","Zambezi,Zambezi,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.5684600000000000  22.9646900000000010","ZM"
"GB-1-201927","Post-completion","Kaputa","Kaputa,Kaputa,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -8.7826400000000007  29.9219399999999990","ZM"
"GB-1-201927","Post-completion","Mbala","Mbala,Mpulungu,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -8.8462829999999997  31.3744599999999990","ZM"
"GB-1-201927","Post-completion","Mpulungu","Mpulungu,Mpulungu,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -9.0853199999999994  30.9389000000000000","ZM"
"GB-1-201927","Post-completion","Kalabo","Kalabo,Kalobo,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.9703199999999990  22.6810699999999980","ZM"
"GB-1-201927","Post-completion","Kaoma","Kaoma,Kaoma,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.0067500000000000  24.5167600000000010","ZM"
"GB-1-201927","Post-completion","Mongu","Mongu,Mongu,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.2698100000000000  23.1345600000000000","ZM"
"GB-1-201927","Post-completion","Katete","Katete,Katete,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.0633300000000010  31.8840800000000010","ZM"
"GB-1-201927","Post-completion","Lusaka","Lusaka,Lusaka,Lusaka,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.4148999999999990  28.2809099999999990","ZM"
"GB-1-202340","Implementation","Chama","Chama,Chama,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.1859400000000000  33.1090099999999980","ZM"
"GB-1-202340","Implementation","Chingola","Chingola,Chingola,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-12.5496599999999990  27.8606500000000000","ZM"
"GB-1-202340","Implementation","Luanshya","Luanshya,Luanshya,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.1300700000000000  28.4193900000000000","ZM"
"GB-1-202340","Implementation","Kitwe","Kitwe,Kitwe,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-12.8173900000000000  28.2098400000000000","ZM"
"GB-1-202340","Implementation","Ndola","Ndola,Ndola,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-12.9743200000000010  28.6348999999999980","ZM"
"GB-1-202340","Implementation","Lusaka","Lusaka,Lusaka,Lusaka,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.4148999999999990  28.2809099999999990","ZM"
"GB-1-202340","Implementation","Monze","Monze,Monze,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-16.2081300000000010  27.5114500000000000","ZM"
"GB-1-202340","Implementation","Mazabuka","Mazabuka,Mazabuka,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.8557900000000010  27.7577900000000000","ZM"
"GB-1-202340","Implementation","Kasama","Kasama,Kasama,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.2057800000000010  31.1892099999999990","ZM"
"GB-1-202340","Implementation","Mpulungu","Mpulungu,Mpulungu,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -9.0853199999999994  30.9389000000000000","ZM"
"GB-1-202340","Implementation","Luwingu","Luwingu,Luwingu,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.5673100000000010  30.0048900000000000","ZM"
"GB-1-202340","Implementation","Kaputa","Kaputa,Kaputa,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -8.7826400000000007  29.9219399999999990","ZM"
"GB-1-202340","Implementation","Milenge","Milenge,Milenge,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.9088800000000000  28.9518300000000010","ZM"
"GB-1-202340","Implementation","Kabompo","Kabompo,Kabompo,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.3207500000000000  24.1423600000000000","ZM"
"GB-1-202340","Implementation","Isoka","Isoka,Isoka,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.2546800000000000  33.0146400000000000","ZM"
"GB-1-202340","Implementation","Chinsali","Chinsali,Chinsali,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.1554900000000000  31.8703100000000000","ZM"
"GB-1-202342","Implementation","Kasempa","Kasempa,Kasempa,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.8434000000000010  26.2381300000000020","ZM"
"GB-1-202342","Implementation","Kabompo","Kabompo,Kabompo,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.3207500000000000  24.1423600000000000","ZM"
"GB-1-202342","Implementation","Choma","Choma,Choma,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-16.8100600000000000  26.9853099999999980","ZM"
"GB-1-202342","Implementation","Chipata","Chipata,Chipata,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.6390999999999990  32.6457199999999970","ZM"
"GB-1-202342","Implementation","Katete","Katete,Katete,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.0633300000000010  31.8840800000000010","ZM"
"GB-1-202342","Implementation","Kabwe","Kabwe,Kabwe,Central,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.4432200000000000  28.4383599999999990","ZM"
"GB-1-202342","Implementation","Mpulungu","Mpulungu,Mpulungu,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -9.0853199999999994  30.9389000000000000","ZM"
"GB-1-202342","Implementation","Luwingu","Luwingu,Luwingu,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.5673100000000010  30.0048900000000000","ZM"
"GB-1-202342","Implementation","Mporokoso","Mporokoso,Mporokoso,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -9.7563300000000002  30.5022400000000000","ZM"
"GB-1-202342","Implementation","Mungwi","Mungwi,Mungwi,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.0580200000000010  31.8100700000000000","ZM"
"GB-1-202342","Implementation","Milenge","Milenge,Milenge,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.9088800000000000  28.9518300000000010","ZM"
"GB-1-202342","Implementation","Samfya","Samfya,Samfya,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.4547700000000000  29.8236300000000010","ZM"
"GB-1-202342","Implementation","Mongu","Mongu,Mongu,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.2698100000000000  23.1345600000000000","ZM"
"GB-1-202342","Implementation","Senanga","Senanga,Senanga,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.9806300000000000  23.3613000000000000","ZM"
"GB-1-202342","Implementation","Chinsali","Chinsali,Chinsali,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.1554900000000000  31.8703100000000000","ZM"
"GB-1-202342","Implementation","Isoka","Isoka,Isoka,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.2546800000000000  33.0146400000000000","ZM"
"GB-1-202342","Implementation","Chama","Chama,Chama,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-11.1859400000000000  33.1090099999999980","ZM"
"GB-1-202342","Implementation","Kaputa","Kaputa,Kaputa,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326"," -8.7826400000000007  29.9219399999999990","ZM"
"GB-1-202342","Implementation","Kasama","Kasama,Kasama,Northern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.2057800000000010  31.1892099999999990","ZM"
"GB-1-202342","Implementation","Siavonga","Siavonga,Siavonga,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-16.2076300000000020  28.2257500000000010","ZM"
"GB-1-202342","Implementation","Mwense","Mwense,Mwense,Luapula,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-10.4694000000000000  29.0213199999999990","ZM"
"GB-1-202342","Implementation","Sesheke","Sesheke,Sesheke,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-16.6610100000000010  24.3370500000000010","ZM"
"GB-1-202342","Implementation","Kaoma","Kaoma,Kaoma,Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.0067500000000000  24.5167600000000010","ZM"
"GB-1-202342","Implementation","Petauke","Petauke,Petauke,Eastern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.3565900000000010  30.6819700000000000","ZM"
"GB-1-202342","Implementation","Chavuma","Chavuma,Chavuma,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.1518599999999990  22.2515299999999990","ZM"
"GB-1-202342","Implementation","Itezhi-Tezhi","Itezhi-Tezhi,Itezhi-Tezhi,Southern,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.8721900000000000  26.8216900000000000","ZM"
"GB-1-202344","Implementation","Lusaka","Lusaka,Lusaka,Lusaka,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-15.4149200000000000  28.2808899999999990","ZM"
"GB-1-202344","Implementation","Kabwe","Kabwe,Kabwe,Central,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.4359000000000000  28.4331999999999990","ZM"
"GB-1-202344","Implementation","Ndola","Ndola,Ndola,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-12.9994999999999990  28.6295000000000000","ZM"
"GB-1-202344","Implementation","Kitwe","Kitwe,Kitwe,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-12.8172900000000000  28.2098300000000000","ZM"
"GB-1-202344","Implementation","Mumbwa","Mumbwa,Mumbwa,Central,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.9711500000000000  26.4523800000000020","ZM"
"GB-1-202344","Implementation","Kapiri Mposhi","Kapiri Mposhi,Kapiri Mposhi,Central,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.9633000000000000  28.6744999999999980","ZM"
"GB-1-202344","Implementation","Masaiti","Masaiti,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.2701499999999990  28.7440000000000000","ZM"
"GB-1-202344","Implementation","Luanshya","Luanshya,Luanshya,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.1324000000000010  28.4202000000000010","ZM"
"GB-1-202344","Implementation","Mpongwe","Mpongwe,Mpongwe,Copperbelt,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.6094800000000000  27.7471800000000000","ZM"
"GB-1-202344","Implementation","Solwezi","Solwezi,Solwezi,North Western,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-12.5475600000000010  26.1548100000000010","ZM"
"GB-1-202345","Implementation","Chibombo","Chibombo,Chibombo,Central,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-14.8607999999999990  28.1120600000000000","ZM"
"GB-1-202345","Implementation","Kapiri Mposhi","Kapiri Mposhi,Kapiri Mposhi,Central,Zambia","http://www.opengis.net/def/crs/EPSG/0/4326","-13.9766400000000000  28.6811499999999990","ZM"
