IATI-Identifier, location name, description, point srs name, coordinates
GB-1-202580,Kenya,Kenya,http://www.opengis.net/def/crs/EPSG/0/4326,  0.5765032000000000  37.8398899999999970
GB-1-202580,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-202580,Uganda,Uganda,http://www.opengis.net/def/crs/EPSG/0/4326,  1.2773280000000000  32.3899800000000010
GB-1-202580,Rwanda,Rwanda,http://www.opengis.net/def/crs/EPSG/0/4326, -1.9999499999999999  29.9260600000000000
GB-1-202580,Burundi,Burundi,http://www.opengis.net/def/crs/EPSG/0/4326, -3.3652080000000000  29.8865100000000010
GB-1-202580,Zambia,Zambia,http://www.opengis.net/def/crs/EPSG/0/4326,-13.4588500000000000  27.7881000000000000
GB-1-202580,Zimbabwe,Zimbabwe,http://www.opengis.net/def/crs/EPSG/0/4326,-19.0002800000000000  29.8687600000000020
GB-1-203024,Gambia,Gambia,http://www.opengis.net/def/crs/EPSG/0/4326, 13.4402700000000000 -15.4908800000000010
GB-1-203024,Uganda,Uganda,http://www.opengis.net/def/crs/EPSG/0/4326,  1.2773280000000000  32.3899800000000010
GB-1-203024,Somalia,Somalia,http://www.opengis.net/def/crs/EPSG/0/4326,  5.9482670000000004  47.4736100000000010
GB-1-203024,Eritrea,Eritrea,http://www.opengis.net/def/crs/EPSG/0/4326, 15.3972000000000000  39.0871900000000000
GB-1-203024,Mali,Mali,http://www.opengis.net/def/crs/EPSG/0/4326, 17.3577699999999990  -3.5273819999999998
GB-1-203024,Djibouti,Djibouti,http://www.opengis.net/def/crs/EPSG/0/4326, 11.7425900000000000  42.6318300000000010
GB-1-203024,Egypt,Egypt,http://www.opengis.net/def/crs/EPSG/0/4326, 26.7561000000000000  29.8623000000000010
GB-1-203024,Ethiopia,Ethiopia,http://www.opengis.net/def/crs/EPSG/0/4326,  8.6267029999999991  39.6375499999999970
GB-1-203024,Guinea,Guinea,http://www.opengis.net/def/crs/EPSG/0/4326, 10.4293000000000000 -10.9895499999999990
GB-1-203024,Guinea-Bissau,Guinea-Bissau,http://www.opengis.net/def/crs/EPSG/0/4326, 12.1158600000000000 -14.7481399999999990
GB-1-203024,Kenya,Kenya,http://www.opengis.net/def/crs/EPSG/0/4326,  0.5765032000000000  37.8398899999999970
GB-1-203024,Senegal,Senegal,http://www.opengis.net/def/crs/EPSG/0/4326, 14.3625100000000000 -14.5316399999999990
GB-1-203024,Sudan,Sudan,http://www.opengis.net/def/crs/EPSG/0/4326, 16.0857800000000000  30.0873899999999990
GB-1-203024,Burkina Faso,Burkina Faso,http://www.opengis.net/def/crs/EPSG/0/4326, 12.2849900000000010  -1.7455609999999999
GB-1-203155,Nigeria,Nigeria,http://www.opengis.net/def/crs/EPSG/0/4326,  9.5595049999999997   8.0778809999999996
GB-1-203155,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-203155,Ghana,Ghana,http://www.opengis.net/def/crs/EPSG/0/4326,  7.9213300000000002  -1.2043860000000000
GB-1-203155,Uganda,Uganda,http://www.opengis.net/def/crs/EPSG/0/4326,  1.2773280000000000  32.3899800000000010
GB-1-203155,Ghana,Ghana,http://www.opengis.net/def/crs/EPSG/0/4326,  7.9213300000000002  -1.2043860000000000
GB-1-203155,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-203155,Nigeria,Nigeria,http://www.opengis.net/def/crs/EPSG/0/4326,  9.5595049999999997   8.0778809999999996
GB-1-203155,Malawi,Malawi,http://www.opengis.net/def/crs/EPSG/0/4326,-13.5235800000000010  33.8354599999999980
GB-1-203155,Congo (DRC),Congo (DRC),http://www.opengis.net/def/crs/EPSG/0/4326, -2.8798659999999998  23.6563799999999990
GB-1-203307,Kenya,Kenya,http://www.opengis.net/def/crs/EPSG/0/4326,  0.5765032000000000  37.8398899999999970
GB-1-203307,Uganda,Uganda,http://www.opengis.net/def/crs/EPSG/0/4326,  1.2773280000000000  32.3899800000000010
GB-1-203307,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-203307,Rwanda,Rwanda,http://www.opengis.net/def/crs/EPSG/0/4326, -1.9999499999999999  29.9260600000000000
GB-1-203307,Burundi,Burundi,http://www.opengis.net/def/crs/EPSG/0/4326, -3.3652080000000000  29.8865100000000010
GB-1-203307,Kenya,Kenya,http://www.opengis.net/def/crs/EPSG/0/4326,  0.5765032000000000  37.8398899999999970
GB-1-203307,Kenya,Kenya,http://www.opengis.net/def/crs/EPSG/0/4326,  0.5765032000000000  37.8398899999999970
GB-1-203307,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-203307,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-203307,Burundi,Burundi,http://www.opengis.net/def/crs/EPSG/0/4326, -3.3652080000000000  29.8865100000000010
GB-1-203307,Rwanda,Rwanda,http://www.opengis.net/def/crs/EPSG/0/4326, -1.9999499999999999  29.9260600000000000
GB-1-203307,Uganda,Uganda,http://www.opengis.net/def/crs/EPSG/0/4326,  1.2773280000000000  32.3899800000000010
GB-1-203974,Guinea,Guinea,http://www.opengis.net/def/crs/EPSG/0/4326, 10.4293000000000000 -10.9895499999999990
GB-1-203974,Kenya,Kenya,http://www.opengis.net/def/crs/EPSG/0/4326,  0.5765032000000000  37.8398899999999970
GB-1-203974,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-203974,Togo,Togo,http://www.opengis.net/def/crs/EPSG/0/4326,  8.5132270000000005   0.9800975000000000
GB-1-203974,Somalia,Somalia,http://www.opengis.net/def/crs/EPSG/0/4326,  5.9482670000000004  47.4736100000000010
GB-1-203974,Mozambique,Mozambique,http://www.opengis.net/def/crs/EPSG/0/4326,-17.5558599999999990  35.9556899999999970
GB-1-203974,Malawi,Malawi,http://www.opengis.net/def/crs/EPSG/0/4326,-13.5235800000000010  33.8354599999999980
GB-1-203974,Cape Verde,Cape Verde,http://www.opengis.net/def/crs/EPSG/0/4326, 15.1830000000000000 -23.7034500000000000
GB-1-203974,Sierra Leone,Sierra Leone,http://www.opengis.net/def/crs/EPSG/0/4326,  8.5214409999999994 -11.8438900000000000
GB-1-203974,Niger,Niger,http://www.opengis.net/def/crs/EPSG/0/4326, 17.4240700000000000   9.4006340000000002
GB-1-203974,Sao Tome and Principe,Sao Tome and Principe,http://www.opengis.net/def/crs/EPSG/0/4326,  0.2755553000000000   6.6316280000000001
GB-1-204044,Senegal,Senegal,http://www.opengis.net/def/crs/EPSG/0/4326, 14.3625100000000000 -14.5316399999999990
GB-1-204044,Burkina Faso,Burkina Faso,http://www.opengis.net/def/crs/EPSG/0/4326, 12.2849900000000010  -1.7455609999999999
GB-1-204044,Chad,Chad,http://www.opengis.net/def/crs/EPSG/0/4326, 15.3676499999999990  18.6675800000000010
GB-1-204044,Mali,Mali,http://www.opengis.net/def/crs/EPSG/0/4326, 17.3577699999999990  -3.5273819999999998
GB-1-204044,Mauritania,Mauritania,http://www.opengis.net/def/crs/EPSG/0/4326, 20.2590000000000000 -10.3644400000000000
GB-1-204044,Niger,Niger,http://www.opengis.net/def/crs/EPSG/0/4326, 17.4240700000000000   9.4006340000000002
GB-1-204044,Burkina Faso,Burkina Faso,http://www.opengis.net/def/crs/EPSG/0/4326, 12.2849900000000010  -1.7455609999999999
GB-1-204044,Burkina Faso,Burkina Faso,http://www.opengis.net/def/crs/EPSG/0/4326, 12.2849900000000010  -1.7455609999999999
GB-1-204044,Burkina Faso,Burkina Faso,http://www.opengis.net/def/crs/EPSG/0/4326, 12.2849900000000010  -1.7455609999999999
GB-1-204270,Mozambique,Mozambique,http://www.opengis.net/def/crs/EPSG/0/4326,-17.5558599999999990  35.9556899999999970
GB-1-204270,Malawi,Malawi,http://www.opengis.net/def/crs/EPSG/0/4326,-13.5235800000000010  33.8354599999999980
GB-1-204270,Zambia,Zambia,http://www.opengis.net/def/crs/EPSG/0/4326,-13.4588500000000000  27.7881000000000000
GB-1-204270,Ghana,Ghana,http://www.opengis.net/def/crs/EPSG/0/4326,  7.9213300000000002  -1.2043860000000000
GB-1-204270,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-204271,Cameroon,Cameroon,http://www.opengis.net/def/crs/EPSG/0/4326,  5.6854769999999997  12.7228800000000000
GB-1-204271,Ghana,Ghana,http://www.opengis.net/def/crs/EPSG/0/4326,  7.9213300000000002  -1.2043860000000000
GB-1-204271,Kenya,Kenya,http://www.opengis.net/def/crs/EPSG/0/4326,  0.5765032000000000  37.8398899999999970
GB-1-204271,Mali,Mali,http://www.opengis.net/def/crs/EPSG/0/4326, 17.3577699999999990  -3.5273819999999998
GB-1-204271,Mozambique,Mozambique,http://www.opengis.net/def/crs/EPSG/0/4326,-17.5558599999999990  35.9556899999999970
GB-1-204271,Senegal,Senegal,http://www.opengis.net/def/crs/EPSG/0/4326, 14.3625100000000000 -14.5316399999999990
GB-1-204271,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-204271,Uganda,Uganda,http://www.opengis.net/def/crs/EPSG/0/4326,  1.2773280000000000  32.3899800000000010
GB-1-204271,Zambia,Zambia,http://www.opengis.net/def/crs/EPSG/0/4326,-13.4588500000000000  27.7881000000000000
GB-1-204639,Kenya,Kenya,http://www.opengis.net/def/crs/EPSG/0/4326,  0.5765032000000000  37.8398899999999970
GB-1-204639,Kenya,Kenya,http://www.opengis.net/def/crs/EPSG/0/4326,  0.5765032000000000  37.8398899999999970
GB-1-204639,Mozambique,Mozambique,http://www.opengis.net/def/crs/EPSG/0/4326,-17.5558599999999990  35.9556899999999970
GB-1-204639,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-204639,Uganda,Uganda,http://www.opengis.net/def/crs/EPSG/0/4326,  1.2773280000000000  32.3899800000000010
GB-1-204658,Kenya,Kenya,http://www.opengis.net/def/crs/EPSG/0/4326,  0.5765032000000000  37.8398899999999970
GB-1-204658,Uganda,Uganda,http://www.opengis.net/def/crs/EPSG/0/4326,  1.2773280000000000  32.3899800000000010
GB-1-204658,Rwanda,Rwanda,http://www.opengis.net/def/crs/EPSG/0/4326, -1.9999499999999999  29.9260600000000000
GB-1-204658,Tanzania,Tanzania,http://www.opengis.net/def/crs/EPSG/0/4326, -6.3068970000000002  34.8539299999999980
GB-1-204658,Burundi,Burundi,http://www.opengis.net/def/crs/EPSG/0/4326, -3.3652080000000000  29.8865100000000010
GB-1-114489,Grenada,Grenada,http://www.opengis.net/def/crs/EPSG/0/4326, 12.2311800000000000 -61.5848000000000010
GB-1-114489,Guyana,Guyana,http://www.opengis.net/def/crs/EPSG/0/4326,  4.9173109999999998 -58.9434600000000020
GB-1-114489,Barbados,Barbados,http://www.opengis.net/def/crs/EPSG/0/4326, 13.1781000000000010 -59.5486000000000000
GB-1-114489,Dominica,Dominica,http://www.opengis.net/def/crs/EPSG/0/4326, 15.3991100000000000 -61.3394600000000030
GB-1-114489,Antigua,Antigua,Antigua and Barbuda,http://www.opengis.net/def/crs/EPSG/0/4326, 17.0916500000000010 -61.7907300000000030
GB-1-114489,Barbados,Barbados,http://www.opengis.net/def/crs/EPSG/0/4326, 13.1781000000000010 -59.5486000000000000
GB-1-114489,St. Kitts,St. Kitts,Saint Kitts and Nevis,http://www.opengis.net/def/crs/EPSG/0/4326, 17.3195900000000020 -62.7473699999999970
GB-1-114489,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,http://www.opengis.net/def/crs/EPSG/0/4326, 13.0296600000000000 -61.2290100000000020
GB-1-114489,Kingston,Kingston,Kingston,Jamaica,http://www.opengis.net/def/crs/EPSG/0/4326, 17.9709700000000010 -76.7882400000000020
GB-1-114489,Belize,Belize,http://www.opengis.net/def/crs/EPSG/0/4326, 17.1342000000000000 -88.4027800000000070
GB-1-114489,Saint Lucia,Saint Lucia,http://www.opengis.net/def/crs/EPSG/0/4326, 13.8633100000000000 -60.9665600000000010
GB-1-114489,Haiti,Haiti,http://www.opengis.net/def/crs/EPSG/0/4326, 18.9361999999999990 -72.8618299999999980
GB-1-114489,Dominican Republic,Dominican Republic,http://www.opengis.net/def/crs/EPSG/0/4326, 18.7811899999999990 -70.2609700000000000
GB-1-114489,Suriname,Suriname,http://www.opengis.net/def/crs/EPSG/0/4326,  4.2169290000000004 -55.8892200000000020
GB-1-203272,Dominica,Dominica,http://www.opengis.net/def/crs/EPSG/0/4326, 15.3991100000000000 -61.3394600000000030
GB-1-203272,Grenada,Grenada,http://www.opengis.net/def/crs/EPSG/0/4326, 12.1788700000000000 -61.6469299999999980
GB-1-203272,Saint Lucia,Saint Lucia,http://www.opengis.net/def/crs/EPSG/0/4326, 13.8633100000000000 -60.9665600000000010
GB-1-203272,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,http://www.opengis.net/def/crs/EPSG/0/4326, 13.2172500000000000 -61.1934499999999990
GB-1-203272,Dominica,Dominica,http://www.opengis.net/def/crs/EPSG/0/4326, 15.3991100000000000 -61.3394600000000030
GB-1-203272,Grenada,Grenada,http://www.opengis.net/def/crs/EPSG/0/4326, 12.1788700000000000 -61.6469299999999980
GB-1-203272,Saint Lucia,Saint Lucia,http://www.opengis.net/def/crs/EPSG/0/4326, 13.8633100000000000 -60.9665600000000010
GB-1-203272,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,http://www.opengis.net/def/crs/EPSG/0/4326, 13.2172500000000000 -61.1934499999999990
GB-1-203272,Grenada,Grenada,http://www.opengis.net/def/crs/EPSG/0/4326, 12.1788700000000000 -61.6469299999999980
GB-1-203272,Dominica,Dominica,http://www.opengis.net/def/crs/EPSG/0/4326, 15.3991100000000000 -61.3394600000000030
GB-1-203272,Saint Lucia,Saint Lucia,http://www.opengis.net/def/crs/EPSG/0/4326, 13.8633100000000000 -60.9665600000000010
GB-1-203272,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,http://www.opengis.net/def/crs/EPSG/0/4326, 13.2172500000000000 -61.1934499999999990
GB-1-205061,Grenada,Grenada,http://www.opengis.net/def/crs/EPSG/0/4326, 12.1788700000000000 -61.6469299999999980
GB-1-205061,Saint Lucia,Saint Lucia,http://www.opengis.net/def/crs/EPSG/0/4326, 13.8633100000000000 -60.9665600000000010
GB-1-205061,St. Kitts,St. Kitts,Saint Kitts and Nevis,http://www.opengis.net/def/crs/EPSG/0/4326, 17.3189600000000010 -62.7473699999999970
GB-1-205061,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,http://www.opengis.net/def/crs/EPSG/0/4326, 13.2172500000000000 -61.1934499999999990
GB-1-205061,Dominica,Dominica,http://www.opengis.net/def/crs/EPSG/0/4326, 15.3991100000000000 -61.3394600000000030
GB-1-205061,Antigua and Barbuda,Antigua and Barbuda,http://www.opengis.net/def/crs/EPSG/0/4326, 17.0927399999999990 -61.8104099999999970
GB-1-203501,Kapisa Province,Kapisa Province, Afghanistan ,http://www.opengis.net/def/crs/EPSG/0/4326,-10.0000000000000000  29.6666999999999990
GB-1-202140,Sarajevo,Sarajevo,Sarajevo Canton,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,http://www.opengis.net/def/crs/EPSG/0/4326, 43.8594207763671020  18.4357604980468000
GB-1-107367,Dhaka,Dhaka,Dhaka,Dhaka,Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 23.7132301330566020  90.3995666503905970
GB-1-107370,Gobindaganj Upazila,Gobindaganj Upazila, Gaibandha, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.1404178000000020  89.4363910000000000
GB-1-107370,Sadullapur,Sadullapur, Gaibandha, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.3909385000000010  89.4659462000000050
GB-1-107370,Sundarganj,Sundarganj, Gaibandha, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.5643622000000010  89.5190901999999940
GB-1-107370,Mithapukur,Mithapukur, Rangpur, Rangpur Division, Bangladesh,http://www.opengis.net/def/crs/EPSG/0/4326, 25.5738999000000010  89.2766878999999990
